Unique ID,Sample Date,Latitude (degree),Longitude (degree),Subregion,Water Sample Depth (m),Sampling Method,Mesh Size (mm),Microplastics Measurement,Unit,Concentration Class,Short Reference,DOI,Organization,Year,Month,Season,Log Microplastics Measurement
0276422-0000675,2021-06-27 05:00:00,44.218833,14.168,Adriatic Sea,0.0,Manta net,0.33,3.203462,pieces/m3,High,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",2021,6,Summer,1.4359084714667099
0270528-0000057,2019-06-25 05:00:00,43.210564,5.406093,Western Basin,0.0,Manta net,0.33,0.249169,pieces/m3,Medium,Tsiaras et al. 2022,https://doi.org/10.3389/fmars.2022.784937,"Hellenic Centre for Marine Research, Greece",2019,6,Summer,0.22247853023670278
0275968-0000389,2010-07-21 05:00:00,42.8568,8.317,Western Basin,0.0,Neuston net,0.33,0.398427,pieces/m3,Medium,Eriksen et al. 2014,https://doi.org/10.1371/journal.pone.0111913,5 Gyres Institute,2010,7,Summer,0.3353480335130615
0279322-0000030,2018-06-11 05:00:00,42.9736,9.992533,Tyrrhenian Sea,0.0,Manta net,0.33,0.192163,pieces/m3,Medium,Caldwell et al. 2019,https://doi.org/10.1016/j.marpolbul.2019.110572,"University of Fribourg, Switzerland",2018,6,Summer,0.1757693042608603
0253450-0000056,2013-06-13 05:00:00,39.80334,4.607777,Western Basin,0.0,Neuston net,0.2,16.963109,pieces/m3,Very High,Suaria et al. 2016,https://doi.org/10.1038/srep37551,"Institute of Marine Sciences – National Research Council, Italy",2013,6,Summer,2.8883201547970137
0276422-0000268,2017-08-04 05:00:00,39.147,0.76,Balearic Sea,0.0,Manta net,0.33,0.291729,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",2017,8,Summer,0.25598163103733385
0276422-0000700,2021-09-10 05:00:00,43.158667,5.296167,Western Basin,0.0,Manta net,0.33,1.69382,pieces/m3,High,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",2021,9,Autumn,0.9909602606111749
0270530-0000012,2014-06-08 05:00:00,43.4223,7.5336,Western Basin,0.16,Manta net,0.333,1.315371,pieces/m3,High,Pedrotti et al. 2022,https://doi.org/10.1016/j.scitotenv.2022.155958,Sorbonne Universités,2014,6,Summer,0.8395699338773326
0279322-0000017,2018-06-01 05:00:00,41.168333,9.63,Tyrrhenian Sea,0.0,Manta net,0.33,0.017663,pieces/m3,Medium,Caldwell et al. 2019,https://doi.org/10.1016/j.marpolbul.2019.110572,"University of Fribourg, Switzerland",2018,6,Summer,0.01750882206471082
0253450-0000071,2013-06-22 05:00:00,38.324,9.303,Western Basin,0.0,Neuston net,0.2,2.541296,pieces/m3,High,Suaria et al. 2016,https://doi.org/10.1038/srep37551,"Institute of Marine Sciences – National Research Council, Italy",2013,6,Summer,1.2644927618417245
0259524-0000025,2015-04-25 05:00:00,39.484,20.119,Ionian Sea,0.0,Manta net,0.333,0.34,pieces/m3,Medium,Adamopoulou et al. 2021,https://doi.org/10.3389/fmars.2021.699000,"Hellenic Centre for Marine Research, Greece",2015,4,Spring,0.29266961396282004
0259524-0000073,2015-11-11 06:00:00,37.774,23.648,Aegean Sea,0.0,Manta net,0.333,0.25,pieces/m3,Medium,Adamopoulou et al. 2021,https://doi.org/10.3389/fmars.2021.699000,"Hellenic Centre for Marine Research, Greece",2015,11,Autumn,0.22314355131420976
0276422-0000972,2023-03-07 06:00:00,42.930168,3.144667,Western Basin,0.0,Manta net,0.33,0.004372,pieces/m3,Low,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",2023,3,Spring,0.0043624705730073415
0314559-0000023,2012-02-20 06:00:00,42.5855,8.7295,Western Basin,0.2,Plankton net,0.2,0.03,pieces/m3,Medium,Collignon et al. 2014,https://doi.org/10.1016/j.marpolbul.2013.11.023,"University of Liège, Belgium",2012,2,Winter,0.0295588022415444
0275968-0000386,2010-07-16 05:00:00,42.9838,9.3248,Ligurian Sea,0.0,Neuston net,0.33,0.670899,pieces/m3,Medium,Eriksen et al. 2014,https://doi.org/10.1371/journal.pone.0111913,5 Gyres Institute,2010,7,Summer,0.5133618049379204
0276422-0000616,2020-08-11 05:00:00,39.085667,9.110667,Tyrrhenian Sea,0.0,Manta net,0.33,0.053306,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",2020,8,Summer,0.051933789226931794
0275966-0000003,2018-01-28 06:00:00,36.760775,2.80062,Western Basin,0.0,Manta net,0.33,0.704857,pieces/m3,Medium,Setiti et al. 2021,https://doi.org/10.12681/mms.24899,University Campus of Dely Ibrahim,2018,1,Winter,0.5334812362503719
0276422-0001098,2024-06-14 05:00:00,36.479332,-4.751833,Alboran Sea,0.0,Manta net,0.33,0.114586,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",2024,6,Summer,0.10848303551457233
0314557-0000011,2014-03-14 05:00:00,45.5313,13.5513,Adriatic Sea,0.075,Neuston net,0.3,1.9,pieces/m3,High,Gajšt et al. 2016,https://doi.org/10.1016/j.marpolbul.2016.10.031,"University of Nova Gorica, Slovenia",2014,3,Spring,1.0647107369924282
0276422-0000608,2020-07-25 05:00:00,36.696833,-3.862167,Alboran Sea,0.0,Manta net,0.33,0.0,pieces/m3,Very Low,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",2020,7,Summer,0.0
0275968-0000405,2010-07-31 05:00:00,43.3203,5.1988,Western Basin,0.0,Neuston net,0.33,0.0,pieces/m3,Very Low,Eriksen et al. 2014,https://doi.org/10.1371/journal.pone.0111913,5 Gyres Institute,2010,7,Summer,0.0
0276422-0000305,2016-10-18 05:00:00,43.032833,6.193,Western Basin,0.0,Manta net,0.33,1.341711,pieces/m3,High,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",2016,10,Autumn,0.8508818587568261
0277995-0000014,2021-04-25 05:00:00,40.0025,17.944444,Ionian Sea,0.0,Manta net,0.3,0.122164,pieces/m3,Medium,Trani et al. 2023,https://doi.org/10.1016/j.envpol.2022.120702,"International Centre for Advanced Mediterranean Agronomic Studies (CIHEAM) of Bari, Italy",2021,4,Spring,0.11525896397700018
0276422-0000688,2021-07-04 05:00:00,38.42,16.913333,Ionian Sea,0.0,Manta net,0.33,0.111062,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",2021,7,Summer,0.1053163146809775
0270528-0000021,2019-04-01 05:00:00,44.139861,9.604611,Ligurian Sea,0.0,Manta net,0.1,0.098344,pieces/m3,Medium,Tsiaras et al. 2022,https://doi.org/10.3389/fmars.2022.784937,"Hellenic Centre for Marine Research, Greece",2019,4,Spring,0.093803590923573
0270528-0000010,2018-09-05 05:00:00,44.129778,9.608947,Ligurian Sea,0.0,Manta net,0.1,0.249643,pieces/m3,Medium,Tsiaras et al. 2022,https://doi.org/10.3389/fmars.2022.784937,"Hellenic Centre for Marine Research, Greece",2018,9,Autumn,0.22285791052276288
0314180-0000010,2013-05-08 05:00:00,38.5213,5.5573,Western Basin,0.25,Neuston net,0.2,0.441,pieces/m3,Medium,Cózar et al. 2015,https://doi.org/10.1371/journal.pone.0121762,"Universidad de Cádiz, Spain",2013,5,Spring,0.36533731701738503
0276422-0000104,2014-05-08 05:00:00,40.437833,4.540167,Western Basin,0.0,Manta net,0.33,3.614937,pieces/m3,High,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",2014,5,Spring,1.529298216724043
0270530-0000049,2014-08-12 05:00:00,33.6858,34.7054,Eastern Basin,0.16,Manta net,0.333,0.251603,pieces/m3,Medium,Pedrotti et al. 2022,https://doi.org/10.1016/j.scitotenv.2022.155958,Sorbonne Universités,2014,8,Summer,0.22442512974164452
0279322-0000002,2018-05-21 05:00:00,44.2606,9.311833,Ligurian Sea,0.0,Manta net,0.33,0.0063,pieces/m3,Medium,Caldwell et al. 2019,https://doi.org/10.1016/j.marpolbul.2019.110572,"University of Fribourg, Switzerland",2018,5,Spring,0.006280237957150483
0270530-0000067,2014-08-25 05:00:00,35.2688,19.026,Eastern Basin,0.16,Manta net,0.333,1.643207,pieces/m3,High,Pedrotti et al. 2022,https://doi.org/10.1016/j.scitotenv.2022.155958,Sorbonne Universités,2014,8,Summer,0.9719929526460999
0253140-0000006,2015-03-17 05:00:00,37.455,-0.876667,Western Basin,0.0,Manta net,0.335,0.573,pieces/m3,Medium,de Haan et al. 2019,https://doi.org/10.1016/j.marpolbul.2019.01.053,University of Barcelona,2015,3,Spring,0.45298462407614076
0276422-0000161,2014-08-28 05:00:00,42.635,3.448333,Western Basin,0.0,Manta net,0.33,0.53523,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",2014,8,Summer,0.4286802069482489
0279322-0000003,2018-05-22 05:00:00,43.95,9.873333,Tyrrhenian Sea,0.0,Manta net,0.33,0.218413,pieces/m3,Medium,Caldwell et al. 2019,https://doi.org/10.1016/j.marpolbul.2019.110572,"University of Fribourg, Switzerland",2018,5,Spring,0.1975491922726883
0260245-0000043,2014-02-09 06:00:00,32.152,34.783167,Eastern Basin,0.1,Manta net,0.333,0.949201,pieces/m3,Medium,Hal et al. 2017,https://doi.org/10.1016/j.marpolbul.2016.12.052,"University of Haifa, Israel",2014,2,Winter,0.6674195450180695
0276422-0000880,2022-10-06 05:00:00,41.068832,9.543167,Tyrrhenian Sea,0.0,Manta net,0.33,0.067137,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",2022,10,Autumn,0.06497936145319883
0276422-0001141,2024-08-26 05:00:00,41.606667,3.6845,Western Basin,0.0,Manta net,0.33,0.208547,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",2024,8,Summer,0.18941881159258045
0253140-0000004,2015-03-17 05:00:00,37.455,-0.876667,Western Basin,0.0,Manta net,0.335,0.435,pieces/m3,Medium,de Haan et al. 2019,https://doi.org/10.1016/j.marpolbul.2019.01.053,University of Barcelona,2015,3,Spring,0.3611648492115844
0253140-0000012,2015-03-18 05:00:00,37.341667,-0.961667,Western Basin,0.0,Manta net,0.335,0.149,pieces/m3,Medium,de Haan et al. 2019,https://doi.org/10.1016/j.marpolbul.2019.01.053,University of Barcelona,2015,3,Spring,0.13889199886661863
0276422-0000112,2014-05-14 05:00:00,37.299167,-1.209167,Western Basin,0.0,Manta net,0.33,0.394101,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",2014,5,Spring,0.3322497630853059
0314559-0000037,2012-08-08 05:00:00,42.5855,8.7295,Western Basin,0.2,Plankton net,0.2,0.08,pieces/m3,Medium,Collignon et al. 2014,https://doi.org/10.1016/j.marpolbul.2013.11.023,"University of Liège, Belgium",2012,8,Summer,0.07696104113612832
0253450-0000019,2013-05-15 05:00:00,39.666667,19.366667,Ionian Sea,0.0,Neuston net,0.2,11.196078,pieces/m3,Very High,Suaria et al. 2016,https://doi.org/10.1038/srep37551,"Institute of Marine Sciences – National Research Council, Italy",2013,5,Spring,2.501114424645078
0253450-0000036,2013-06-08 05:00:00,37.729,12.335,Eastern Basin,0.0,Neuston net,0.2,0.282678,pieces/m3,Medium,Suaria et al. 2016,https://doi.org/10.1038/srep37551,"Institute of Marine Sciences – National Research Council, Italy",2013,6,Summer,0.24895007985515102
0276422-0000702,2021-09-11 05:00:00,42.039,6.942333,Western Basin,0.0,Manta net,0.33,0.614031,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",2021,9,Autumn,0.47873477660258745
0270530-0000097,2014-10-06 05:00:00,41.3565,9.3491,Tyrrhenian Sea,0.16,Manta net,0.333,0.584957,pieces/m3,Medium,Pedrotti et al. 2022,https://doi.org/10.1016/j.scitotenv.2022.155958,Sorbonne Universités,2014,10,Autumn,0.46055727762369736
0270520-0000017,2013-07-17 05:00:00,43.7728,7.5458,Western Basin,0.1,Manta net,0.333,0.39112,pieces/m3,Medium,Pedrotti et al. 2016,https://doi.org/10.1371/journal.pone.0161581,Sorbonne Universités,2013,7,Summer,0.3301091780916764
0276422-0000155,2014-08-21 05:00:00,36.97,0.016667,Western Basin,0.0,Manta net,0.33,0.279617,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",2014,8,Summer,0.24656081440666375
0277995-0000009,2020-12-02 06:00:00,40.216667,18.541111,Adriatic Sea,0.0,Manta net,0.3,0.340447,pieces/m3,Medium,Trani et al. 2023,https://doi.org/10.1016/j.envpol.2022.120702,"International Centre for Advanced Mediterranean Agronomic Studies (CIHEAM) of Bari, Italy",2020,12,Winter,0.29300314042623726
0253450-0000001,2013-05-09 05:00:00,42.1665,16.166667,Adriatic Sea,0.0,Neuston net,0.2,2.964015,pieces/m3,High,Suaria et al. 2016,https://doi.org/10.1038/srep37551,"Institute of Marine Sciences – National Research Council, Italy",2013,5,Spring,1.3772574005170906
0276422-0000734,2021-10-02 05:00:00,42.289333,6.9055,Western Basin,0.0,Manta net,0.33,0.110665,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",2021,10,Autumn,0.10495893503512056
0276422-0000251,2015-10-25 05:00:00,43.316667,6.773167,Western Basin,0.0,Manta net,0.33,0.4352,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",2015,10,Autumn,0.3613042123223946
0270520-0000033,2013-08-06 05:00:00,43.7741,7.6167,Ligurian Sea,0.1,Manta net,0.333,0.27962,pieces/m3,Medium,Pedrotti et al. 2016,https://doi.org/10.1371/journal.pone.0161581,Sorbonne Universités,2013,8,Summer,0.24656315885541935
0276422-0001135,2024-08-09 05:00:00,38.944332,1.557,Balearic Sea,0.0,Manta net,0.33,0.159904,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",2024,8,Summer,0.14833724307290003
0259524-0000020,2015-04-26 05:00:00,39.26,19.771,Ionian Sea,0.0,Manta net,0.333,0.716667,pieces/m3,Medium,Adamopoulou et al. 2021,https://doi.org/10.3389/fmars.2021.699000,"Hellenic Centre for Marine Research, Greece",2015,4,Spring,0.5403846201822735
0270530-0000066,2014-08-25 05:00:00,35.2415,19.8529,Eastern Basin,0.16,Manta net,0.333,1.400998,pieces/m3,High,Pedrotti et al. 2022,https://doi.org/10.1016/j.scitotenv.2022.155958,Sorbonne Universités,2014,8,Summer,0.8758844842525135
0276422-0000815,2022-10-28 05:00:00,36.280998,-4.745333,Alboran Sea,0.0,Manta net,0.33,0.051086,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",2022,10,Autumn,0.04982391537877047
0276422-0000775,2021-04-05 05:00:00,36.3635,-4.835833,Alboran Sea,0.0,Manta net,0.33,0.416761,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",2021,4,Spring,0.34837328028661174
0276422-0000886,2022-10-24 05:00:00,43.385502,4.422167,Western Basin,0.0,Manta net,0.33,0.126615,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",2022,10,Autumn,0.11921756178714236
0314180-0000002,2013-05-04 05:00:00,35.95,-5.5523,Strait of Gibraltar,0.25,Neuston net,0.2,0.565,pieces/m3,Medium,Cózar et al. 2015,https://doi.org/10.1371/journal.pone.0121762,"Universidad de Cádiz, Spain",2013,5,Spring,0.4478858239921165
0276422-0000256,2016-08-07 05:00:00,42.95305,6.344217,Western Basin,0.0,Manta net,0.33,0.147582,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",2016,8,Summer,0.1376571200944299
0276422-0000008,2011-09-11 05:00:00,40.031667,7.565,Western Basin,0.0,Manta net,0.33,0.928411,pieces/m3,Medium,Faure et al. 2015,https://doi.org/10.1007/s11356-015-4453-3,"Oceaneye Association,  Switzerland",2011,9,Autumn,0.6566963477438059
0270530-0000064,2014-08-24 05:00:00,34.844,21.4365,Eastern Basin,0.16,Manta net,0.333,0.216012,pieces/m3,Medium,Pedrotti et al. 2022,https://doi.org/10.1016/j.scitotenv.2022.155958,Sorbonne Universités,2014,8,Summer,0.19557665191633536
0253450-0000003,2013-05-10 05:00:00,42.166833,16.633167,Adriatic Sea,0.0,Neuston net,0.2,1.187517,pieces/m3,High,Suaria et al. 2016,https://doi.org/10.1038/srep37551,"Institute of Marine Sciences – National Research Council, Italy",2013,5,Spring,0.7827671106480064
0253450-0000018,2013-05-14 05:00:00,40.083333,19.133333,Adriatic Sea,0.0,Neuston net,0.2,0.976801,pieces/m3,Medium,Suaria et al. 2016,https://doi.org/10.1038/srep37551,"Institute of Marine Sciences – National Research Council, Italy",2013,5,Spring,0.6814798815602049
0276422-0000267,2017-08-03 05:00:00,39.993333,1.616667,Balearic Sea,0.0,Manta net,0.33,1.265758,pieces/m3,High,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",2017,8,Summer,0.8179093607861984
0276422-0001009,2022-06-29 05:00:00,36.985332,15.390333,Ionian Sea,0.0,Manta net,0.33,12.83487,pieces/m3,Very High,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",2022,6,Summer,2.6271922167364843
0270528-0000032,2018-10-16 05:00:00,43.2528,5.3552,Western Basin,0.0,Manta net,0.33,0.068729,pieces/m3,Medium,Tsiaras et al. 2022,https://doi.org/10.3389/fmars.2022.784937,"Hellenic Centre for Marine Research, Greece",2018,10,Autumn,0.06647009195297936
0270530-0000115,2014-10-20 05:00:00,42.4887,3.1748,Western Basin,0.16,Manta net,0.333,1.420708,pieces/m3,High,Pedrotti et al. 2022,https://doi.org/10.1016/j.scitotenv.2022.155958,Sorbonne Universités,2014,10,Autumn,0.8840600593641542
0270520-0000016,2013-07-17 05:00:00,43.7453,7.4453,Western Basin,0.1,Manta net,0.333,0.79316,pieces/m3,Medium,Pedrotti et al. 2016,https://doi.org/10.1371/journal.pone.0161581,Sorbonne Universités,2013,7,Summer,0.5839794265591649
0276422-0000732,2021-10-02 05:00:00,41.989333,7.451333,Western Basin,0.0,Manta net,0.33,0.666638,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",2021,10,Autumn,0.510808423618069
0259524-0000074,2015-11-11 06:00:00,37.902,23.615,Aegean Sea,0.0,Manta net,0.333,0.416667,pieces/m3,Medium,Adamopoulou et al. 2021,https://doi.org/10.3389/fmars.2021.699000,"Hellenic Centre for Marine Research, Greece",2015,11,Autumn,0.34830692956230574
0253450-0000064,2013-06-19 05:00:00,39.800667,7.819333,Western Basin,0.0,Neuston net,0.2,6.08365,pieces/m3,High,Suaria et al. 2016,https://doi.org/10.1038/srep37551,"Institute of Marine Sciences – National Research Council, Italy",2013,6,Summer,1.9577893115853908
0276422-0000988,2023-06-18 05:00:00,41.871666,9.492666,Tyrrhenian Sea,0.0,Manta net,0.33,1.64621,pieces/m3,High,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",2023,6,Summer,0.9731284276228878
0253450-0000053,2013-06-12 05:00:00,38.031,5.324,Western Basin,0.0,Neuston net,0.2,0.995025,pieces/m3,Medium,Suaria et al. 2016,https://doi.org/10.1038/srep37551,"Institute of Marine Sciences – National Research Council, Italy",2013,6,Summer,0.6906565815916311
0270520-0000009,2013-07-14 05:00:00,43.6248,7.1989,Western Basin,0.1,Manta net,0.333,0.60918,pieces/m3,Medium,Pedrotti et al. 2016,https://doi.org/10.1371/journal.pone.0161581,Sorbonne Universités,2013,7,Summer,0.47572473248034275
0260245-0000082,2014-12-08 06:00:00,32.584,34.9055,Eastern Basin,0.1,Manta net,0.333,0.242277,pieces/m3,Medium,Hal et al. 2017,https://doi.org/10.1016/j.marpolbul.2016.12.052,"University of Haifa, Israel",2014,12,Winter,0.21694598601958054
0279322-0000024,2018-06-06 05:00:00,42.206833,9.704833,Tyrrhenian Sea,0.0,Manta net,0.33,0.03615,pieces/m3,Medium,Caldwell et al. 2019,https://doi.org/10.1016/j.marpolbul.2019.110572,"University of Fribourg, Switzerland",2018,6,Summer,0.03551192100135956
0259524-0000013,2014-10-14 05:00:00,39.655,19.982,Ionian Sea,0.0,Manta net,0.333,0.92,pieces/m3,Medium,Adamopoulou et al. 2021,https://doi.org/10.3389/fmars.2021.699000,"Hellenic Centre for Marine Research, Greece",2014,10,Autumn,0.6523251860396903
0270530-0000024,2014-07-03 05:00:00,41.0423,10.6973,Tyrrhenian Sea,0.16,Manta net,0.333,1.987672,pieces/m3,High,Pedrotti et al. 2022,https://doi.org/10.1016/j.scitotenv.2022.155958,Sorbonne Universités,2014,7,Summer,1.0944944888221122
0253450-0000046,2013-06-09 05:00:00,38.914,10.015,Tyrrhenian Sea,0.0,Neuston net,0.2,2.220195,pieces/m3,High,Suaria et al. 2016,https://doi.org/10.1038/srep37551,"Institute of Marine Sciences – National Research Council, Italy",2013,6,Summer,1.1694419167289054
0279322-0000011,2018-05-29 05:00:00,42.450583,10.212333,Tyrrhenian Sea,0.0,Manta net,0.33,0.083913,pieces/m3,Medium,Caldwell et al. 2019,https://doi.org/10.1016/j.marpolbul.2019.110572,"University of Fribourg, Switzerland",2018,5,Spring,0.08057764149400154
0279322-0000022,2018-06-05 05:00:00,41.6319,9.450217,Tyrrhenian Sea,0.0,Manta net,0.33,0.1598,pieces/m3,Medium,Caldwell et al. 2019,https://doi.org/10.1016/j.marpolbul.2019.110572,"University of Fribourg, Switzerland",2018,6,Summer,0.14824757646020317
0276422-0001139,2024-08-21 05:00:00,40.212334,2.895167,Balearic Sea,0.0,Manta net,0.33,0.300455,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",2024,8,Summer,0.26271420323177896
0270530-0000118,2014-10-28 05:00:00,40.038,1.625,Balearic Sea,0.16,Manta net,0.333,3.417169,pieces/m3,High,Pedrotti et al. 2022,https://doi.org/10.1016/j.scitotenv.2022.155958,Sorbonne Universités,2014,10,Autumn,1.4854989931457467
0276422-0000050,2013-08-22 05:00:00,36.575833,-4.313533,Alboran Sea,0.0,Manta net,0.33,0.974583,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",2013,8,Summer,0.6803572368195514
0314180-0000005,2013-05-05 05:00:00,36.455,-1.8913,Western Basin,0.25,Neuston net,0.2,0.23,pieces/m3,Medium,Cózar et al. 2015,https://doi.org/10.1371/journal.pone.0121762,"Universidad de Cádiz, Spain",2013,5,Spring,0.20701416938432612
0260245-0000108,2015-05-07 05:00:00,31.7495,34.5525,Eastern Basin,0.1,Manta net,0.333,25.485357,pieces/m3,Very High,Hal et al. 2017,https://doi.org/10.1016/j.marpolbul.2016.12.052,"University of Haifa, Israel",2015,5,Spring,3.2765920142335663
0270528-0000054,2019-06-25 05:00:00,43.2469,5.3522,Western Basin,0.0,Manta net,0.33,0.063649,pieces/m3,Medium,Tsiaras et al. 2022,https://doi.org/10.3389/fmars.2022.784937,"Hellenic Centre for Marine Research, Greece",2019,6,Summer,0.061705449276649525
0276422-0000631,2020-11-25 06:00:00,37.014667,13.103,Eastern Basin,0.0,Manta net,0.33,0.167267,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",2020,11,Autumn,0.1546651189093514
0276422-0000708,2021-09-16 05:00:00,39.055333,8.322167,Western Basin,0.0,Manta net,0.33,2.36587,pieces/m3,High,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",2021,9,Autumn,1.2136864735135748
0270530-0000040,2014-07-24 05:00:00,37.3424,24.6518,Aegean Sea,0.16,Manta net,0.333,10.683196,pieces/m3,Very High,Pedrotti et al. 2022,https://doi.org/10.1016/j.scitotenv.2022.155958,Sorbonne Universités,2014,7,Summer,2.4581515701071694
0260245-0000031,2013-10-02 05:00:00,31.7495,34.5525,Eastern Basin,0.1,Manta net,0.333,2.200798,pieces/m3,High,Hal et al. 2017,https://doi.org/10.1016/j.marpolbul.2016.12.052,"University of Haifa, Israel",2013,10,Autumn,1.1634001537169039
0259524-0000038,2015-06-15 05:00:00,37.5,25.3,Aegean Sea,0.0,Manta net,0.333,0.166667,pieces/m3,Medium,Adamopoulou et al. 2021,https://doi.org/10.3389/fmars.2021.699000,"Hellenic Centre for Marine Research, Greece",2015,6,Summer,0.1541509655415032
0270530-0000092,2014-10-04 05:00:00,43.2754,7.0302,Western Basin,0.16,Manta net,0.333,2.387976,pieces/m3,High,Pedrotti et al. 2022,https://doi.org/10.1016/j.scitotenv.2022.155958,Sorbonne Universités,2014,10,Autumn,1.220232692939452
0276422-0000697,2021-07-15 05:00:00,43.024333,10.410667,Tyrrhenian Sea,0.0,Manta net,0.33,0.274223,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",2021,7,Summer,0.24233658107885794
0276422-0000841,2022-06-30 05:00:00,41.233334,9.351666,Tyrrhenian Sea,0.0,Manta net,0.33,2.225358,pieces/m3,High,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",2022,6,Summer,1.1710439518387692
0253450-0000020,2013-05-15 05:00:00,39.6665,19.132167,Ionian Sea,0.0,Neuston net,0.2,0.402047,pieces/m3,Medium,Suaria et al. 2016,https://doi.org/10.1038/srep37551,"Institute of Marine Sciences – National Research Council, Italy",2013,5,Spring,0.33793331158830026
0260245-0000048,2014-02-09 06:00:00,31.626,34.504333,Eastern Basin,0.1,Manta net,0.333,0.317426,pieces/m3,Medium,Hal et al. 2017,https://doi.org/10.1016/j.marpolbul.2016.12.052,"University of Haifa, Israel",2014,2,Winter,0.2756798328730341
0276422-0000881,2022-10-07 05:00:00,41.035667,9.583667,Tyrrhenian Sea,0.0,Manta net,0.33,0.265158,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",2022,10,Autumn,0.23519701556575065
0270528-0000011,2018-09-05 05:00:00,44.066403,9.550197,Ligurian Sea,0.0,Manta net,0.1,0.228091,pieces/m3,Medium,Tsiaras et al. 2022,https://doi.org/10.3389/fmars.2022.784937,"Hellenic Centre for Marine Research, Greece",2018,9,Autumn,0.20546093121389525
0259524-0000036,2015-06-11 05:00:00,37.9,24.7,Aegean Sea,0.0,Manta net,0.333,0.326667,pieces/m3,Medium,Adamopoulou et al. 2021,https://doi.org/10.3389/fmars.2021.699000,"Hellenic Centre for Marine Research, Greece",2015,6,Summer,0.2826697818844865
0314559-0000004,2011-09-01 05:00:00,42.5855,8.7295,Western Basin,0.2,Plankton net,0.2,0.21,pieces/m3,Medium,Collignon et al. 2014,https://doi.org/10.1016/j.marpolbul.2013.11.023,"University of Liège, Belgium",2011,9,Autumn,0.1906203596086497
0276422-0000351,2017-07-30 05:00:00,42.810483,6.178633,Western Basin,0.0,Manta net,0.33,0.066572,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",2017,7,Summer,0.0644497671990569
