Strategy,Random State,Samples Used,Uncertainty Weight,Geographic Weight,Log MAE,Log RMSE,Log R2,Original MAE,Original RMSE,Original R2
random,4,100,,,0.4287997169401954,0.5817847971314095,0.018591277853828303,1.2120565651025548,3.197758264950814,0.04589942969422289
random,4,110,,,0.4239455704532708,0.5812463626404838,0.020407000035942646,1.2037406842613756,3.1988584200004113,0.04524282026020876
random,4,120,,,0.40154797177081464,0.5643363371499843,0.07657589572003942,1.1506751149616747,3.2086875649404956,0.03936643357378111
random,4,130,,,0.39178929091004777,0.5604355879225146,0.08929737677449556,1.1328439060598017,3.207342710020693,0.0401715241365459
random,4,140,,,0.3814425680512021,0.5565602213683455,0.10184869981264322,1.1108476828776348,3.227150679155993,0.028279461037183706
random,4,150,,,0.379661352770915,0.5538264074127356,0.1106504361806172,1.1071672543931808,3.226976071329708,0.028384609781609282
random,4,160,,,0.37661903083109594,0.5490358950537767,0.1259693662563216,1.1013095243126096,3.219168758945113,0.03308035484687322
random,4,170,,,0.3814564443082381,0.5513575583363428,0.1185618535055114,1.1110065280002501,3.217427644926944,0.034126004952546696
random,4,180,,,0.39640799462050147,0.5543530125738163,0.10895835822106137,1.1379580671621428,3.1900046445527384,0.05052064516501731
random,4,190,,,0.38644200340616625,0.5503461835941323,0.12179259421971023,1.1185209866383095,3.200026415263985,0.04454547432964595
random,4,200,,,0.38828323143586735,0.5457827131525723,0.1362964023417036,1.1249425451567316,3.1510745902240633,0.0735536757877997
uncertainty,4,30,,,0.38202728886284787,0.5759655835584224,0.038125872594552246,1.1033970705763778,3.307616438614063,-0.020782412077701817
uncertainty,4,40,,,0.3997594032253905,0.5873324388739772,-0.00021451496821356386,1.1355433668102104,3.325510926500271,-0.031857329730622386
uncertainty,4,50,,,0.40100902760001655,0.5438434658952249,0.14242323320747685,1.141544176174516,3.1048835958074648,0.10051579624008933
uncertainty,4,60,,,0.39311936555900173,0.5419709567718461,0.1483185171186927,1.125171530846016,3.1411271261746974,0.07939374387444442
uncertainty,4,70,,,0.39207460666436306,0.5417684698282175,0.14895479536472056,1.1227095898756079,3.146153086702468,0.07644535485407833
uncertainty,4,80,,,0.3969989180614044,0.5427037796699399,0.14601376760115747,1.1327440504133441,3.128254748690278,0.08692359494000568
uncertainty,4,90,,,0.3889578628274689,0.5400608541260952,0.15431120849048263,1.1203429560503726,3.1130719158394173,0.09576523070174658
uncertainty,4,100,,,0.3864676062844998,0.5404537415533519,0.15308030516295645,1.1154637159783996,3.1171429896945866,0.09339868495557357
uncertainty,4,110,,,0.3923763233291186,0.5490731911806723,0.12585061604376324,1.125234326608445,3.180440198297572,0.05620567157009404
uncertainty,4,120,,,0.3981312317196591,0.5582122874798443,0.09650872941402067,1.1390102033537848,3.190285664808963,0.05035335093566207
uncertainty,4,130,,,0.3959878850032757,0.5570720552243932,0.10019599231991683,1.1322932973628688,3.207222344478412,0.04024356390131234
