Unique ID,Sample Date,Latitude (degree),Longitude (degree),Subregion,Water Sample Depth (m),Sampling Method,Mesh Size (mm),Microplastics Measurement,Unit,Concentration Class,Short Reference,DOI,Organization,ObjectId,x,y
0260245-0000006,7/25/2013 5:00:00 AM,32.6775,34.920833,Eastern Basin,0.1,Manta net,0.333,0.935516,pieces/m3,Medium,Hal et al. 2017,https://doi.org/10.1016/j.marpolbul.2016.12.052,"University of Haifa, Israel",10214,3887369.34763694,3852575.30272149
0270530-0000046,7/31/2014 5:00:00 AM,35.8531,26.9148,Aegean Sea,0.16,Manta net,0.333,0.944321,pieces/m3,Medium,Pedrotti et al. 2022,https://doi.org/10.1016/j.scitotenv.2022.155958,Sorbonne Universités,11723,2996141.8308028,4280426.93947246
0260245-0000088,12/7/2014 6:00:00 AM,31.626,34.504333,Eastern Basin,0.1,Manta net,0.333,1.386821,pieces/m3,High,Hal et al. 2017,https://doi.org/10.1016/j.marpolbul.2016.12.052,"University of Haifa, Israel",11640,3841004.77972155,3714316.81934258
0276422-0000848,7/7/2022 5:00:00 AM,42.351665,9.535,Tyrrhenian Sea,0,Manta net,0.33,5.902224,pieces/m3,High,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",22214,1061431.34471386,5213803.58672332
0259524-0000004,10/11/2014 5:00:00 AM,39.419,19.619,Ionian Sea,0,Manta net,0.333,1.783333,pieces/m3,High,Adamopoulou et al. 2021,https://doi.org/10.3389/fmars.2021.699000,"Hellenic Centre for Marine Research, Greece",10644,2183977.08987323,4781868.68164068
0260245-0000080,12/8/2014 6:00:00 AM,32.903333,35.071,Eastern Basin,0.1,Manta net,0.333,3.959362,pieces/m3,High,Hal et al. 2017,https://doi.org/10.1016/j.marpolbul.2016.12.052,"University of Haifa, Israel",11577,3904085.8616109,3882480.05385032
0270530-0000113,10/19/2014 5:00:00 AM,42.7603,4.1711,Western Basin,0.16,Manta net,0.333,0.252554,pieces/m3,Medium,Pedrotti et al. 2022,https://doi.org/10.1016/j.scitotenv.2022.155958,Sorbonne Universités,11036,464324.728047823,5275557.94004754
0276422-0000012,9/20/2011 5:00:00 AM,43.025,9.301667,Ligurian Sea,0,Manta net,0.33,0.755588,pieces/m3,Medium,Faure et al. 2015,https://doi.org/10.1007/s11356-015-4453-3,"Oceaneye Association,  Switzerland",21610,1035456.8339686,5315777.87634762
0270528-0000068,11/7/2019 6:00:00 AM,33.919014,10.128889,Eastern Basin,0,Manta net,0.2,0.724807,pieces/m3,Medium,Tsiaras et al. 2022,https://doi.org/10.3389/fmars.2022.784937,"Hellenic Centre for Marine Research, Greece",11245,1127542.76578159,4017932.76193169
0259524-0000011,10/13/2014 5:00:00 AM,39.494,20.166,Ionian Sea,0,Manta net,0.333,0.7,pieces/m3,Medium,Adamopoulou et al. 2021,https://doi.org/10.3389/fmars.2021.699000,"Hellenic Centre for Marine Research, Greece",10704,2244868.85133715,4792681.89813995
0253140-0000009,3/18/2015 5:00:00 AM,37.508333,-0.878333,Western Basin,0,Manta net,0.335,0.21,pieces/m3,Medium,de Haan et al. 2019,https://doi.org/10.1016/j.marpolbul.2019.01.053,University of Barcelona,10360,-97775.5823069284,4510200.70445115
0276422-0000678,6/28/2021 5:00:00 AM,43.046833,15.271,Adriatic Sea,0,Manta net,0.33,0.393552,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",22360,1699959.94390408,5319103.02602211
0260245-0000093,2/2/2015 6:00:00 AM,32.279667,34.825,Eastern Basin,0.1,Manta net,0.333,2.456354,pieces/m3,High,Hal et al. 2017,https://doi.org/10.1016/j.marpolbul.2016.12.052,"University of Haifa, Israel",11677,3876701.26687575,3800077.51194093
0276422-0000232,8/4/2015 5:00:00 AM,42.927,6.251833,Western Basin,0,Manta net,0.33,0.116286,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",21667,695950.866084584,5300867.09510099
0279323-0000014,6/11/2019 5:00:00 AM,43.675083,10.149633,Tyrrhenian Sea,0,Manta net,0.33,0.270538,pieces/m3,Medium,Caldwell et al. 2020,https://doi.org/10.1016/j.marpolbul.2020.111515,"University of Fribourg, Switzerland",20339,1129851.97729861,5415297.4396402
0270530-0000069,8/26/2014 5:00:00 AM,35.4864,17.2153,Eastern Basin,0.16,Manta net,0.333,1.968305,pieces/m3,High,Pedrotti et al. 2022,https://doi.org/10.1016/j.scitotenv.2022.155958,Sorbonne Universités,11926,1916398.42985344,4230179.00031294
0253450-0000017,5/14/2013 5:00:00 AM,40.1265,19.3085,Adriatic Sea,0,Neuston net,0.2,1.701702,pieces/m3,High,Suaria et al. 2016,https://doi.org/10.1038/srep37551,"Institute of Marine Sciences – National Research Council, Italy",10349,2149412.38798192,4884341.9786108
0276422-0000981,5/29/2023 5:00:00 AM,43.090168,5.7175,Western Basin,0,Manta net,0.33,0.956233,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",22159,636469.188610542,5325706.42202103
0276422-0000577,7/23/2019 5:00:00 AM,42.572667,6.349183,Western Basin,0,Manta net,0.33,0.081207,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",22005,706787.818513309,5247151.95911482
0260245-0000039,1/19/2014 6:00:00 AM,32.6775,34.920833,Eastern Basin,0.1,Manta net,0.333,20.251192,pieces/m3,Very High,Hal et al. 2017,https://doi.org/10.1016/j.marpolbul.2016.12.052,"University of Haifa, Israel",11285,3887369.34763694,3852575.30272149
0276422-0000257,8/8/2016 5:00:00 AM,42.834567,6.07705,Western Basin,0,Manta net,0.33,0.080207,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",21767,676494.111525263,5286825.0612177
0277995-0000002,10/17/2020 5:00:00 AM,40.289444,17.410278,Ionian Sea,0,Manta net,0.3,0.169082,pieces/m3,Medium,Trani et al. 2023,https://doi.org/10.1016/j.envpol.2022.120702,"International Centre for Advanced Mediterranean Agronomic Studies (CIHEAM) of Bari, Italy",13941,1938103.28152933,4908093.07245911
0276422-0001108,7/13/2023 5:00:00 AM,37.289665,15.416667,Ionian Sea,0,Manta net,0.33,0.628684,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",22646,1716175.52016946,4479559.63027101
0259524-0000005,10/11/2014 5:00:00 AM,39.402,19.677,Ionian Sea,0,Manta net,0.333,0.423333,pieces/m3,Medium,Adamopoulou et al. 2021,https://doi.org/10.3389/fmars.2021.699000,"Hellenic Centre for Marine Research, Greece",10652,2190433.62033924,4779419.30404253
0314557-0000001,12/14/2012 6:00:00 AM,45.5516,13.6737,Adriatic Sea,0.075,Neuston net,0.3,4.18,pieces/m3,High,Gajšt et al. 2016,https://doi.org/10.1016/j.marpolbul.2016.10.031,"University of Nova Gorica, Slovenia",23880,1522149.32125998,5708781.68265215
0276422-0000839,6/25/2022 5:00:00 AM,41.003334,8.715,Western Basin,0,Manta net,0.33,0.077197,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",22205,970149.362263379,5012833.4405246
0270530-0000063,8/23/2014 5:00:00 AM,34.5793,22.0629,Eastern Basin,0.16,Manta net,0.333,0.018085,pieces/m3,Medium,Pedrotti et al. 2022,https://doi.org/10.1016/j.scitotenv.2022.155958,Sorbonne Universités,11880,2456030.79342292,4106855.65129807
0259524-0000052,7/23/2017 5:00:00 AM,35.478,25.04,Aegean Sea,0,Manta net,0.333,0.683333,pieces/m3,Medium,Adamopoulou et al. 2021,https://doi.org/10.3389/fmars.2021.699000,"Hellenic Centre for Marine Research, Greece",10993,2787440.04946357,4229030.66622296
0259524-0000042,6/16/2015 5:00:00 AM,37.5,25.5,Aegean Sea,0,Manta net,0.333,0.066667,pieces/m3,Medium,Adamopoulou et al. 2021,https://doi.org/10.3389/fmars.2021.699000,"Hellenic Centre for Marine Research, Greece",10944,2838647.01522848,4509031.39307665
0276422-0000629,11/12/2020 6:00:00 AM,38.013,12.087667,Tyrrhenian Sea,0,Manta net,0.33,0.184805,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",22059,1345592.93531866,4581262.43967795
0253450-0000033,6/8/2013 5:00:00 AM,37.459,11.83,Eastern Basin,0,Neuston net,0.2,3.133609,pieces/m3,High,Suaria et al. 2016,https://doi.org/10.1038/srep37551,"Institute of Marine Sciences – National Research Council, Italy",10452,1316909.57608443,4503280.05039836
0270528-0000067,11/7/2019 6:00:00 AM,34.002287,10.087773,Eastern Basin,0,Manta net,0.2,0.116991,pieces/m3,Medium,Tsiaras et al. 2022,https://doi.org/10.3389/fmars.2022.784937,"Hellenic Centre for Marine Research, Greece",11239,1122965.75359813,4029109.11849209
0276422-0000052,8/25/2013 5:00:00 AM,36.344533,-4.964,Alboran Sea,0,Manta net,0.33,0.637449,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",21813,-552589.95229781,4348132.72939683
0270528-0000038,10/17/2018 5:00:00 AM,43.253077,5.361748,Western Basin,0,Manta net,0.33,0.078947,pieces/m3,Medium,Tsiaras et al. 2022,https://doi.org/10.3389/fmars.2022.784937,"Hellenic Centre for Marine Research, Greece",11087,596867.057121853,5350572.42404572
0270530-0000093,10/5/2014 5:00:00 AM,42.9093,7.9889,Western Basin,0.16,Manta net,0.333,0.440247,pieces/m3,Medium,Pedrotti et al. 2022,https://doi.org/10.1016/j.scitotenv.2022.155958,Sorbonne Universités,11016,889320.279998383,5298176.55603489
0276422-0000024,8/13/2012 5:00:00 AM,40.533333,6.146667,Western Basin,0,Manta net,0.33,1.597341,pieces/m3,High,Faure et al. 2015,https://doi.org/10.1007/s11356-015-4453-3,"Oceaneye Association,  Switzerland",21664,684243.840515818,4943750.16716753
0276422-0000250,10/23/2015 5:00:00 AM,43.285833,6.630833,Western Basin,0,Manta net,0.33,0.33323,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",21736,738140.953095235,5355580.23852448
0276422-0000896,6/4/2022 5:00:00 AM,36.893333,15.415,Ionian Sea,0,Manta net,0.33,0.992589,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",22732,1715989.95057831,4424249.19376993
0314557-0000015,8/6/2014 5:00:00 AM,45.5701,13.5835,Adriatic Sea,0.075,Neuston net,0.3,0.36,pieces/m3,Medium,Gajšt et al. 2016,https://doi.org/10.1016/j.marpolbul.2016.10.031,"University of Nova Gorica, Slovenia",23894,1512108.30319043,5711723.06173735
0276422-0001145,9/1/2024 5:00:00 AM,43.278332,3.5315,Western Basin,0,Manta net,0.33,0.141101,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",22683,393124.781736446,5354433.23001568
0276422-0000236,8/5/2015 5:00:00 AM,42.904833,5.9265,Western Basin,0,Manta net,0.33,0.188984,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",21687,659734.962186336,5297497.65904787
0314559-0000027,4/16/2012 5:00:00 AM,42.5855,8.7295,Western Basin,0.2,Plankton net,0.2,0,pieces/m3,Very Low,Collignon et al. 2014,https://doi.org/10.1016/j.marpolbul.2013.11.023,"University of Liège, Belgium",23845,971763.494879882,5249092.0343548
0270530-0000055,8/15/2014 5:00:00 AM,34.3562,33.3521,Eastern Basin,0.16,Manta net,0.333,0.087735,pieces/m3,Medium,Pedrotti et al. 2022,https://doi.org/10.1016/j.scitotenv.2022.155958,Sorbonne Universités,11800,3712738.78888634,4076731.85556084
0276422-0000612,8/8/2020 5:00:00 AM,42.9005,6.045,Western Basin,0,Manta net,0.33,0.260531,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",22042,672926.321845339,5296839.17445103
0279323-0000019,6/14/2019 5:00:00 AM,44.288733,9.15755,Ligurian Sea,0,Manta net,0.33,3.410525,pieces/m3,High,Caldwell et al. 2020,https://doi.org/10.1016/j.marpolbul.2020.111515,"University of Fribourg, Switzerland",20382,1019413.80291394,5510233.54560732
0277995-0000017,6/28/2021 5:00:00 AM,40.225278,18.527778,Adriatic Sea,0,Manta net,0.3,1.921671,pieces/m3,High,Trani et al. 2023,https://doi.org/10.1016/j.envpol.2022.120702,"International Centre for Advanced Mediterranean Agronomic Studies (CIHEAM) of Bari, Italy",13386,2062502.81249082,4898733.27101844
0259524-0000069,2/10/2020 6:00:00 AM,39.307,23.827,Aegean Sea,0,Manta net,0.333,0.216667,pieces/m3,Medium,Adamopoulou et al. 2021,https://doi.org/10.3389/fmars.2021.699000,"Hellenic Centre for Marine Research, Greece",10140,2652409.50713133,4765742.57982974
0259524-0000059,7/28/2017 5:00:00 AM,37.543,25.541,Aegean Sea,0,Manta net,0.333,0.357143,pieces/m3,Medium,Adamopoulou et al. 2021,https://doi.org/10.3389/fmars.2021.699000,"Hellenic Centre for Marine Research, Greece",10114,2843211.114351,4515066.682922
0276422-0000701,9/11/2021 5:00:00 AM,42.3425,6.501,Western Basin,0,Manta net,0.33,0.262782,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",22471,723688.009647071,5212423.1594736
0276422-0000694,7/12/2021 5:00:00 AM,39.208333,11.8425,Tyrrhenian Sea,0,Manta net,0.33,0.659117,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",22397,1318301.06971934,4751557.573752
0270528-0000060,4/23/2019 5:00:00 AM,34.001787,10.052079,Eastern Basin,0,Manta net,0.2,1.094618,pieces/m3,High,Tsiaras et al. 2022,https://doi.org/10.3389/fmars.2022.784937,"Hellenic Centre for Marine Research, Greece",11159,1118992.31569376,4029041.97909812
0260245-0000046,2/9/2014 6:00:00 AM,31.746667,34.593,Eastern Basin,0.1,Manta net,0.333,0.78064,pieces/m3,Medium,Hal et al. 2017,https://doi.org/10.1016/j.marpolbul.2016.12.052,"University of Haifa, Israel",11345,3850875.14501171,3730102.47970192
0275968-0000401,7/29/2010 5:00:00 AM,43.0758,6.384,Western Basin,0,Neuston net,0.33,0.477478,pieces/m3,Medium,Eriksen et al. 2014,https://doi.org/10.1371/journal.pone.0111913,5 Gyres Institute,11422,710663.629224259,5323516.50589645
0276422-0000094,10/21/2013 5:00:00 AM,36.583333,-2.71,Alboran Sea,0,Manta net,0.33,0.449964,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",21922,-301675.820049771,4381186.82727665
0276422-0000970,3/22/2023 5:00:00 AM,43.492832,3.9235,Western Basin,0,Manta net,0.33,0.053501,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",22806,436762.022127409,5387289.30184991
0279322-0000025,6/6/2018 5:00:00 AM,42.323633,9.8735,Tyrrhenian Sea,0,Manta net,0.33,0.060675,pieces/m3,Medium,Caldwell et al. 2019,https://doi.org/10.1016/j.marpolbul.2019.110572,"University of Fribourg, Switzerland",20648,1099112.99234739,5209582.05567052
0275966-0000020,11/29/2018 6:00:00 AM,36.773149,2.820132,Western Basin,0,Manta net,0.33,0.805757,pieces/m3,Medium,Setiti et al. 2021,https://doi.org/10.12681/mms.24899,University Campus of Dely Ibrahim,11494,313935.658209816,4407533.67741987
0276422-0000778,7/8/2021 5:00:00 AM,36.842167,15.347667,Ionian Sea,0,Manta net,0.33,0.206054,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",22142,1708494.47530473,4417129.67707809
0276422-0001102,6/14/2023 5:00:00 AM,37.103001,15.3445,Ionian Sea,0,Manta net,0.33,1.216474,pieces/m3,High,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",22640,1708141.92647739,4453473.53937319
0253450-0000057,6/15/2013 5:00:00 AM,39.774167,11.888333,Tyrrhenian Sea,0,Neuston net,0.2,2.92581,pieces/m3,High,Suaria et al. 2016,https://doi.org/10.1038/srep37551,"Institute of Marine Sciences – National Research Council, Italy",10638,1323403.17594087,4833178.90855656
0314556-0000002,7/20/2013 5:00:00 AM,39.7915,8.0434,Western Basin,0.5,Manta net,0.5,0.35,pieces/m3,Medium,de Lucia et al. 2014,https://doi.org/10.1016/j.marenvres.2014.03.017,"National Research Council, Italy",23130,895387.192246617,4835689.72551803
0270530-0000065,8/24/2014 5:00:00 AM,35.1514,20.7348,Eastern Basin,0.16,Manta net,0.333,2.075921,pieces/m3,High,Pedrotti et al. 2022,https://doi.org/10.1016/j.scitotenv.2022.155958,Sorbonne Universités,11892,2308187.37770037,4184474.88093242
0276422-0000618,9/4/2020 5:00:00 AM,42.967167,5.420833,Western Basin,0,Manta net,0.33,0.083479,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",22048,603444.369235374,5306975.66407484
0276422-0000876,9/20/2022 5:00:00 AM,42.275665,8.536834,Western Basin,0,Manta net,0.33,1.252546,pieces/m3,High,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",22712,950316.013866705,5202362.58637101
0276422-0000724,9/25/2021 5:00:00 AM,38.439667,14.925667,Tyrrhenian Sea,0,Manta net,0.33,0.07108,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",22563,1661517.65018997,4641723.56059566
0259524-0000018,4/23/2015 5:00:00 AM,39.855,19.341,Adriatic Sea,0,Manta net,0.333,0.266667,pieces/m3,Medium,Adamopoulou et al. 2021,https://doi.org/10.3389/fmars.2021.699000,"Hellenic Centre for Marine Research, Greece",10761,2153030.2714327,4844893.59309462
0270530-0000087,9/18/2014 5:00:00 AM,43.3165,5.3244,Western Basin,0.16,Manta net,0.333,0.702316,pieces/m3,Medium,Pedrotti et al. 2022,https://doi.org/10.1016/j.scitotenv.2022.155958,Sorbonne Universités,11010,592709.496779706,5360271.12644219
0276422-0000352,8/3/2017 5:00:00 AM,42.800617,6.312317,Western Basin,0,Manta net,0.33,0.012941,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",22334,702683.914165724,5281672.79461205
0270528-0000070,11/20/2019 6:00:00 AM,33.770319,10.253245,Eastern Basin,0,Manta net,0.2,0.089993,pieces/m3,Medium,Tsiaras et al. 2022,https://doi.org/10.3389/fmars.2022.784937,"Hellenic Centre for Marine Research, Greece",11259,1141386.01237868,3998003.01692059
0275966-0000011,4/26/2018 5:00:00 AM,36.716517,2.788723,Western Basin,0,Manta net,0.33,1.003069,pieces/m3,High,Setiti et al. 2021,https://doi.org/10.12681/mms.24899,University Campus of Dely Ibrahim,11414,310439.22432349,4399666.23097217
0275966-0000004,1/28/2018 6:00:00 AM,36.728415,2.795861,Western Basin,0,Manta net,0.33,0.636633,pieces/m3,Medium,Setiti et al. 2021,https://doi.org/10.12681/mms.24899,University Campus of Dely Ibrahim,11365,311233.822848773,4401318.64662241
0275966-0000010,4/28/2018 5:00:00 AM,36.728415,2.795861,Western Basin,0,Manta net,0.33,1.441786,pieces/m3,High,Setiti et al. 2021,https://doi.org/10.12681/mms.24899,University Campus of Dely Ibrahim,11402,311233.822848773,4401318.64662241
0276422-0000890,5/26/2022 5:00:00 AM,37.209667,15.32,Ionian Sea,0,Manta net,0.33,0.624992,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",22726,1705414.59895295,4468372.09722344
0259524-0000033,6/10/2015 5:00:00 AM,37.8,24.3,Aegean Sea,0,Manta net,0.333,0.066667,pieces/m3,Medium,Adamopoulou et al. 2021,https://doi.org/10.3389/fmars.2021.699000,"Hellenic Centre for Marine Research, Greece",10867,2705063.62627655,4551210.91969189
0276422-0000813,10/22/2022 5:00:00 AM,36.728832,-2.579,Alboran Sea,0,Manta net,0.33,0.019198,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",22179,-287092.966755853,4401376.56497624
0276422-0000235,8/5/2015 5:00:00 AM,42.881833,5.9195,Western Basin,0,Manta net,0.33,0.270176,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",21681,658955.725750783,5294002.88551629
0314559-0000033,6/4/2012 5:00:00 AM,42.5855,8.7295,Western Basin,0.2,Plankton net,0.2,0.1,pieces/m3,Medium,Collignon et al. 2014,https://doi.org/10.1016/j.marpolbul.2013.11.023,"University of Liège, Belgium",23851,971763.494879882,5249092.0343548
0260245-0000018,10/29/2013 5:00:00 AM,32.983333,35.074333,Eastern Basin,0.1,Manta net,0.333,0.740592,pieces/m3,Medium,Hal et al. 2017,https://doi.org/10.1016/j.marpolbul.2016.12.052,"University of Haifa, Israel",10226,3904456.88947371,3893091.90680684
0276422-0000303,6/3/2016 5:00:00 AM,43.023,6.280833,Western Basin,0,Manta net,0.33,0.582043,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",22285,699179.131317589,5315473.336971
0270528-0000012,9/6/2018 5:00:00 AM,44.310153,9.150061,Ligurian Sea,0,Manta net,0.1,0.439924,pieces/m3,Medium,Tsiaras et al. 2022,https://doi.org/10.3389/fmars.2022.784937,"Hellenic Centre for Marine Research, Greece",11059,1018580.13124739,5513565.20010126
0276422-0000683,7/1/2021 5:00:00 AM,40.72,17.971,Adriatic Sea,0,Manta net,0.33,0.543033,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",22371,2000522.56904592,4971129.04047563
0253450-0000010,5/12/2013 5:00:00 AM,42.037167,19.003667,Adriatic Sea,0,Neuston net,0.2,0.245098,pieces/m3,Medium,Suaria et al. 2016,https://doi.org/10.1038/srep37551,"Institute of Marine Sciences – National Research Council, Italy",10973,2115478.53364494,5166548.50733745
0314180-0000020,5/17/2013 5:00:00 AM,33.2198,31.9834,Eastern Basin,0.25,Neuston net,0.2,0.827,pieces/m3,Medium,Cózar et al. 2015,https://doi.org/10.1371/journal.pone.0121762,"Universidad de Cádiz, Spain",23565,3560375.80183759,3924515.21065917
0270530-0000034,7/13/2014 5:00:00 AM,39.0051,17.2516,Ionian Sea,0.16,Manta net,0.333,7.151593,pieces/m3,High,Pedrotti et al. 2022,https://doi.org/10.1016/j.scitotenv.2022.155958,Sorbonne Universités,11614,1920439.32736924,4722402.13015101
0276422-0000102,5/7/2014 5:00:00 AM,41.894667,4.3295,Western Basin,0,Manta net,0.33,1.93437,pieces/m3,High,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",21930,481957.735389478,5145214.10727177
0276422-0000730,9/30/2021 5:00:00 AM,40.7305,10.1585,Tyrrhenian Sea,0,Manta net,0.33,0.343292,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",22569,1130839.04722347,4972671.37663812
0253450-0000048,6/11/2013 5:00:00 AM,38.19171,8.8,Western Basin,0,Neuston net,0.2,0.775194,pieces/m3,Medium,Suaria et al. 2016,https://doi.org/10.1038/srep37551,"Institute of Marine Sciences – National Research Council, Italy",10569,979611.518980808,4606543.51729519
0253450-0000049,6/11/2013 5:00:00 AM,38.201,7.813,Western Basin,0,Neuston net,0.2,1.164875,pieces/m3,High,Suaria et al. 2016,https://doi.org/10.1038/srep37551,"Institute of Marine Sciences – National Research Council, Italy",10581,869739.181567846,4607859.4137565
0276422-0000447,4/20/2018 5:00:00 AM,39.2555,1.766667,Balearic Sea,0,Manta net,0.33,0.211163,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",22975,196664.47084128,4758336.11619678
0314180-0000008,5/7/2013 5:00:00 AM,37.4856,1.4478,Western Basin,0.25,Neuston net,0.2,1.01,pieces/m3,High,Cózar et al. 2015,https://doi.org/10.1371/journal.pone.0121762,"Universidad de Cádiz, Spain",23553,161168.358770501,4507011.04974011
0276422-0000114,7/4/2014 5:00:00 AM,35.845333,-5.736167,Strait of Gibraltar,0,Manta net,0.33,0.108696,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",21942,-638547.18954518,4279360.24808691
0276422-0000151,8/19/2014 5:00:00 AM,36.42,-4.343333,Alboran Sea,0,Manta net,0.33,0.090741,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",21979,-483497.617905621,4358567.68757598
0276422-0000252,10/26/2015 5:00:00 AM,43.256167,6.72,Western Basin,0,Manta net,0.33,0.105243,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",21744,748066.978130798,5351044.71542885
0276422-0001131,7/23/2024 5:00:00 AM,36.467335,-4.870667,Alboran Sea,0,Manta net,0.33,0.075452,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",22669,-542200.170263601,4365117.95848669
0270530-0000072,8/28/2014 5:00:00 AM,35.7053,14.8884,Eastern Basin,0.16,Manta net,0.333,1.218947,pieces/m3,High,Pedrotti et al. 2022,https://doi.org/10.1016/j.scitotenv.2022.155958,Sorbonne Universités,11949,1657369.10672657,4260146.5076975
0260245-0000032,10/2/2013 5:00:00 AM,31.626,34.504333,Eastern Basin,0.1,Manta net,0.333,0.722132,pieces/m3,Medium,Hal et al. 2017,https://doi.org/10.1016/j.marpolbul.2016.12.052,"University of Haifa, Israel",11216,3841004.77972155,3714316.81934258
0259524-0000063,3/22/2019 5:00:00 AM,36.023,29.562,Eastern Basin,0,Manta net,0.333,1.173333,pieces/m3,High,Adamopoulou et al. 2021,https://doi.org/10.3389/fmars.2021.699000,"Hellenic Centre for Marine Research, Greece",10134,3290826.78683075,4303786.59825572
0277995-0000016,6/28/2021 5:00:00 AM,40.202778,18.494444,Adriatic Sea,0,Manta net,0.3,1.083976,pieces/m3,High,Trani et al. 2023,https://doi.org/10.1016/j.envpol.2022.120702,"International Centre for Advanced Mediterranean Agronomic Studies (CIHEAM) of Bari, Italy",13380,2058792.08858471,4895453.32860706
0260245-0000090,2/2/2015 6:00:00 AM,32.903333,35.071,Eastern Basin,0.1,Manta net,0.333,2.226956,pieces/m3,High,Hal et al. 2017,https://doi.org/10.1016/j.marpolbul.2016.12.052,"University of Haifa, Israel",11657,3904085.8616109,3882480.05385032
0260245-0000084,12/7/2014 6:00:00 AM,32.152,34.783167,Eastern Basin,0.1,Manta net,0.333,5.214259,pieces/m3,High,Hal et al. 2017,https://doi.org/10.1016/j.marpolbul.2016.12.052,"University of Haifa, Israel",11608,3872044.4386174,3783279.56856439
0314180-0000014,5/11/2013 5:00:00 AM,36.0415,15.2268,Eastern Basin,0.25,Neuston net,0.2,0.182,pieces/m3,Medium,Cózar et al. 2015,https://doi.org/10.1371/journal.pone.0121762,"Universidad de Cádiz, Spain",23559,1695039.62241102,4306333.21158441
0276422-0000704,9/13/2021 5:00:00 AM,44.923667,8.134,Ligurian Sea,0,Manta net,0.33,0.086865,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",22477,905472.738112487,5609512.41189232
