Unique ID,Sample Date,Latitude (degree),Longitude (degree),Subregion,Water Sample Depth (m),Sampling Method,Mesh Size (mm),Microplastics Measurement,Unit,Concentration Class,Short Reference,DOI,Organization,ObjectId,x,y
0270530-0000081,9/13/2014 5:00:00 AM,37.8437,4.071,Western Basin,0.16,Manta net,0.333,2.637231,pieces/m3,High,Pedrotti et al. 2022,https://doi.org/10.1016/j.scitotenv.2022.155958,Sorbonne Universités,11004,453181.647019417,4557369.33382728
0276422-0001134,8/1/2024 5:00:00 AM,37.358166,-1.6135,Western Basin,0,Manta net,0.33,0.46562,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",22672,-179613.998394947,4489148.79165952
0276422-0000040,8/13/2013 5:00:00 AM,42.245,5.27,Western Basin,0,Manta net,0.33,0.132708,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",21747,586653.716480552,5197750.20053079
0276422-0000358,7/23/2018 5:00:00 AM,43.090667,6.5825,Western Basin,0,Manta net,0.33,0.021867,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",22340,732760.548146723,5325782.48693995
0260245-0000035,1/19/2014 6:00:00 AM,32.903333,35.071,Eastern Basin,0.1,Manta net,0.333,0.484765,pieces/m3,Medium,Hal et al. 2017,https://doi.org/10.1016/j.marpolbul.2016.12.052,"University of Haifa, Israel",11242,3904085.8616109,3882480.05385032
0276422-0000884,10/16/2022 5:00:00 AM,41.686165,8.769,Western Basin,0,Manta net,0.33,0.008011,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",22720,976160.614766216,5114083.79686786
0275968-0000395,7/21/2010 5:00:00 AM,42.6225,8.6588,Western Basin,0,Neuston net,0.33,2.014904,pieces/m3,High,Eriksen et al. 2014,https://doi.org/10.1371/journal.pone.0111913,5 Gyres Institute,11359,963893.206880797,5254687.88015421
0276422-0000626,11/8/2020 6:00:00 AM,37.9775,12.359833,Tyrrhenian Sea,0,Manta net,0.33,1.127342,pieces/m3,High,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",22056,1375890.3158499,4576247.80490209
0270530-0000029,7/11/2014 5:00:00 AM,38.7068,13.2211,Tyrrhenian Sea,0.16,Manta net,0.333,0.095424,pieces/m3,Medium,Pedrotti et al. 2022,https://doi.org/10.1016/j.scitotenv.2022.155958,Sorbonne Universités,11574,1471766.11972695,4679759.78513618
0259524-0000010,10/13/2014 5:00:00 AM,39.497,20.126,Ionian Sea,0,Manta net,0.333,4.16,pieces/m3,High,Adamopoulou et al. 2021,https://doi.org/10.3389/fmars.2021.699000,"Hellenic Centre for Marine Research, Greece",10695,2240416.07170542,4793114.66928351
0270530-0000104,10/13/2014 5:00:00 AM,40.8604,13.024,Tyrrhenian Sea,0.16,Manta net,0.333,0.947126,pieces/m3,Medium,Pedrotti et al. 2022,https://doi.org/10.1016/j.scitotenv.2022.155958,Sorbonne Universités,11027,1449825.04809159,4991772.45048563
0260245-0000015,8/26/2013 5:00:00 AM,31.7495,34.5525,Eastern Basin,0.1,Manta net,0.333,0.854621,pieces/m3,Medium,Hal et al. 2017,https://doi.org/10.1016/j.marpolbul.2016.12.052,"University of Haifa, Israel",10223,3846366.70563459,3730473.33965936
0277995-0000006,10/18/2020 5:00:00 AM,40.017222,17.885278,Ionian Sea,0,Manta net,0.3,0.497203,pieces/m3,Medium,Trani et al. 2023,https://doi.org/10.1016/j.envpol.2022.120702,"International Centre for Advanced Mediterranean Agronomic Studies (CIHEAM) of Bari, Italy",13211,1990980.03965614,4868445.24930533
0270528-0000003,3/15/2019 5:00:00 AM,37.912383,23.68495,Aegean Sea,0,Manta net,0.33,0.345238,pieces/m3,Medium,Tsiaras et al. 2022,https://doi.org/10.3389/fmars.2022.784937,"Hellenic Centre for Marine Research, Greece",11050,2636596.57346414,4567055.85250207
0253140-0000013,3/24/2015 5:00:00 AM,36.656667,-2.698333,Alboran Sea,0,Manta net,0.335,0.164,pieces/m3,Medium,de Haan et al. 2019,https://doi.org/10.1016/j.marpolbul.2019.01.053,University of Barcelona,10386,-300377.055550686,4391358.03344687
0275968-0000381,7/11/2010 5:00:00 AM,44.2934,9.2035,Ligurian Sea,0,Neuston net,0.33,8.030516,pieces/m3,High,Eriksen et al. 2014,https://doi.org/10.1371/journal.pone.0111913,5 Gyres Institute,11219,1024528.93351589,5510959.34455574
0276422-0000976,4/19/2023 5:00:00 AM,40.654999,0.8475,Balearic Sea,0,Manta net,0.33,0.536906,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",22125,94343.2684472994,4961586.50773553
0270528-0000025,4/2/2019 5:00:00 AM,44.29785,9.149569,Ligurian Sea,0,Manta net,0.1,0.238095,pieces/m3,Medium,Tsiaras et al. 2022,https://doi.org/10.3389/fmars.2022.784937,"Hellenic Centre for Marine Research, Greece",11073,1018525.36205792,5511651.44998413
0277995-0000018,6/28/2021 5:00:00 AM,40.221389,18.566667,Adriatic Sea,0,Manta net,0.3,0.365369,pieces/m3,Medium,Trani et al. 2023,https://doi.org/10.1016/j.envpol.2022.120702,"International Centre for Advanced Mediterranean Agronomic Studies (CIHEAM) of Bari, Italy",13397,2066831.91616828,4898166.27333743
0270530-0000061,8/22/2014 5:00:00 AM,34.7206,24.2273,Eastern Basin,0.16,Manta net,0.333,0.203404,pieces/m3,Medium,Pedrotti et al. 2022,https://doi.org/10.1016/j.scitotenv.2022.155958,Sorbonne Universités,11860,2696970.69929588,4125976.32674701
0253450-0000072,6/22/2013 5:00:00 AM,38.3797,9.52133,Western Basin,0,Neuston net,0.2,1.702191,pieces/m3,High,Suaria et al. 2016,https://doi.org/10.1038/srep37551,"Institute of Marine Sciences – National Research Council, Italy",10764,1059909.60727472,4633204.42475237
0276422-0000007,9/11/2011 5:00:00 AM,39.753333,7.79,Western Basin,0,Manta net,0.33,0.137465,pieces/m3,Medium,Faure et al. 2015,https://doi.org/10.1007/s11356-015-4453-3,"Oceaneye Association,  Switzerland",21584,867178.833279601,4830161.7816744
0276422-0000805,10/6/2022 5:00:00 AM,39.500832,3.397167,Balearic Sea,0,Manta net,0.33,3.591314,pieces/m3,High,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",22171,378170.900579713,4793667.48945723
0314180-0000031,5/27/2013 5:00:00 AM,39.829,12.5142,Tyrrhenian Sea,0.25,Neuston net,0.2,0.302,pieces/m3,Medium,Cózar et al. 2015,https://doi.org/10.1371/journal.pone.0121762,"Universidad de Cádiz, Spain",23576,1393074.37168518,4841124.05193999
0270528-0000052,6/24/2019 5:00:00 AM,43.253077,5.361748,Western Basin,0,Manta net,0.33,0.139752,pieces/m3,Medium,Tsiaras et al. 2022,https://doi.org/10.3389/fmars.2022.784937,"Hellenic Centre for Marine Research, Greece",11102,596867.057121853,5350572.42404572
0314559-0000019,12/12/2011 6:00:00 AM,42.5855,8.7295,Western Basin,0.2,Plankton net,0.2,0.02,pieces/m3,Medium,Collignon et al. 2014,https://doi.org/10.1016/j.marpolbul.2013.11.023,"University of Liège, Belgium",23837,971763.494879882,5249092.0343548
0279323-0000012,6/9/2019 5:00:00 AM,43.015317,9.977433,Tyrrhenian Sea,0,Manta net,0.33,45.836225,pieces/m3,Very High,Caldwell et al. 2020,https://doi.org/10.1016/j.marpolbul.2020.111515,"University of Fribourg, Switzerland",20327,1110682.760984,5314303.54120387
0276422-0000986,6/16/2023 5:00:00 AM,42.592499,9.562834,Tyrrhenian Sea,0,Manta net,0.33,3.228075,pieces/m3,High,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",22248,1064529.8114206,5250150.30182568
0279323-0000003,6/4/2019 5:00:00 AM,41.812033,9.435417,Tyrrhenian Sea,0,Manta net,0.33,0.48175,pieces/m3,Medium,Caldwell et al. 2020,https://doi.org/10.1016/j.marpolbul.2020.111515,"University of Fribourg, Switzerland",20250,1050345.8158622,5132864.35287756
0270530-0000054,8/15/2014 5:00:00 AM,33.7346,32.7224,Eastern Basin,0.16,Manta net,0.333,0.036978,pieces/m3,Medium,Pedrotti et al. 2022,https://doi.org/10.1016/j.scitotenv.2022.155958,Sorbonne Universités,11789,3642640.90553381,3993220.71939637
0259524-0000060,7/28/2017 5:00:00 AM,37.471,25.159,Aegean Sea,0,Manta net,0.333,0.159524,pieces/m3,Medium,Adamopoulou et al. 2021,https://doi.org/10.3389/fmars.2021.699000,"Hellenic Centre for Marine Research, Greece",10123,2800687.06886797,4504963.04361145
0279323-0000006,6/6/2019 5:00:00 AM,42.70145,9.558117,Tyrrhenian Sea,0,Manta net,0.33,0.335363,pieces/m3,Medium,Caldwell et al. 2020,https://doi.org/10.1016/j.marpolbul.2020.111515,"University of Fribourg, Switzerland",20273,1064004.71738253,5266639.33505047
0275966-0000016,6/26/2018 5:00:00 AM,36.728415,2.795861,Western Basin,0,Manta net,0.33,0.16852,pieces/m3,Medium,Setiti et al. 2021,https://doi.org/10.12681/mms.24899,University Campus of Dely Ibrahim,11451,311233.822848773,4401318.64662241
0276422-0000784,7/28/2021 5:00:00 AM,38.583333,15.773,Tyrrhenian Sea,0,Manta net,0.33,0.456912,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",22148,1755842.3282823,4662162.12793441
0260245-0000009,7/25/2013 5:00:00 AM,32.279667,34.825,Eastern Basin,0.1,Manta net,0.333,2.662116,pieces/m3,High,Hal et al. 2017,https://doi.org/10.1016/j.marpolbul.2016.12.052,"University of Haifa, Israel",10217,3876701.26687575,3800077.51194093
0260245-0000099,5/17/2015 5:00:00 AM,33.074,35.101667,Eastern Basin,0.1,Manta net,0.333,1.805296,pieces/m3,High,Hal et al. 2017,https://doi.org/10.1016/j.marpolbul.2016.12.052,"University of Haifa, Israel",11720,3907499.69643505,3905130.34990609
0270528-0000009,9/5/2018 5:00:00 AM,44.139861,9.604611,Ligurian Sea,0,Manta net,0.1,0.096407,pieces/m3,Medium,Tsiaras et al. 2022,https://doi.org/10.3389/fmars.2022.784937,"Hellenic Centre for Marine Research, Greece",11056,1069180.40578747,5487111.56716461
0279323-0000018,6/13/2019 5:00:00 AM,44.28415,9.315583,Ligurian Sea,0,Manta net,0.33,1.02435,pieces/m3,High,Caldwell et al. 2020,https://doi.org/10.1016/j.marpolbul.2020.111515,"University of Fribourg, Switzerland",20373,1037005.95600248,5509520.86622681
0276422-0000698,7/15/2021 5:00:00 AM,43.168167,10.2515,Tyrrhenian Sea,0,Manta net,0.33,0.813379,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",22463,1141191.75986724,5337603.70908628
0276422-0000266,8/3/2017 5:00:00 AM,40.26,1.848333,Balearic Sea,0,Manta net,0.33,0.345602,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",21799,205755.488376404,4903797.01679307
0276422-0000032,8/23/2012 5:00:00 AM,39.143,1.398667,Balearic Sea,0,Manta net,0.33,0.956359,pieces/m3,Medium,Faure et al. 2015,https://doi.org/10.1007/s11356-015-4453-3,"Oceaneye Association,  Switzerland",21701,155698.898229356,4742175.84421874
0275966-0000018,6/26/2018 5:00:00 AM,36.731746,2.773019,Western Basin,0,Manta net,0.33,0.291172,pieces/m3,Medium,Setiti et al. 2021,https://doi.org/10.12681/mms.24899,University Campus of Dely Ibrahim,11474,308691.063040073,4401781.30776731
0260245-0000103,5/18/2015 5:00:00 AM,32.279667,34.825,Eastern Basin,0.1,Manta net,0.333,2.014531,pieces/m3,High,Hal et al. 2017,https://doi.org/10.1016/j.marpolbul.2016.12.052,"University of Haifa, Israel",11743,3876701.26687575,3800077.51194093
0276422-0000526,6/5/2019 5:00:00 AM,43.02375,6.21525,Western Basin,0,Manta net,0.33,0.016665,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",22858,691878.465152894,5315587.53807458
0276422-0000259,8/11/2016 5:00:00 AM,43.063117,6.262567,Western Basin,0,Manta net,0.33,0.756104,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",21776,697145.769498759,5321583.8377197
0270528-0000030,7/4/2019 5:00:00 AM,44.240431,8.469206,Ligurian Sea,0,Manta net,0.1,0.066138,pieces/m3,Medium,Tsiaras et al. 2022,https://doi.org/10.3389/fmars.2022.784937,"Hellenic Centre for Marine Research, Greece",11079,942787.699343337,5502725.13640786
0253450-0000026,5/17/2013 5:00:00 AM,41.038333,17.584,Adriatic Sea,0,Neuston net,0.2,7.878788,pieces/m3,High,Suaria et al. 2016,https://doi.org/10.1038/srep37551,"Institute of Marine Sciences – National Research Council, Italy",10415,1957441.92610892,5017997.41782905
0276422-0000453,5/8/2018 5:00:00 AM,40.911233,5.839733,Western Basin,0,Manta net,0.33,0.106402,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",22981,650076.103928676,4999257.35515031
0253140-0000007,3/18/2015 5:00:00 AM,37.508333,-0.878333,Western Basin,0,Manta net,0.335,0.345,pieces/m3,Medium,de Haan et al. 2019,https://doi.org/10.1016/j.marpolbul.2019.01.053,University of Barcelona,10346,-97775.5823069284,4510200.70445115
0276422-0000254,10/30/2015 5:00:00 AM,43.0325,6.252,Western Basin,0,Manta net,0.33,0.977112,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",21753,695969.456439546,5316919.98738495
0279322-0000010,5/28/2018 5:00:00 AM,42.781783,10.5648,Tyrrhenian Sea,0,Manta net,0.33,0.236725,pieces/m3,Medium,Caldwell et al. 2019,https://doi.org/10.1016/j.marpolbul.2019.110572,"University of Fribourg, Switzerland",20496,1176068.15633278,5278815.75785211
0270530-0000110,10/16/2014 5:00:00 AM,42.66405,9.620433,Tyrrhenian Sea,0.16,Manta net,0.333,63.796489,pieces/m3,Very High,Pedrotti et al. 2022,https://doi.org/10.1016/j.scitotenv.2022.155958,Sorbonne Universités,11033,1070941.70277081,5260975.82933679
0276422-0000632,11/26/2020 6:00:00 AM,37.061167,12.1335,Eastern Basin,0,Manta net,0.33,0.050022,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",22062,1350695.04154018,4447636.11109914
0276422-0000676,6/27/2021 5:00:00 AM,44.076833,14.304167,Adriatic Sea,0,Manta net,0.33,1.655813,pieces/m3,High,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",22357,1592332.58666195,5477339.9759444
0270520-0000026,7/28/2013 5:00:00 AM,43.5275,6.9827,Western Basin,0.1,Manta net,0.333,0.55322,pieces/m3,Medium,Pedrotti et al. 2016,https://doi.org/10.1371/journal.pone.0161581,Sorbonne Universités,11248,777310.608362191,5392610.51858009
0279323-0000020,6/14/2019 5:00:00 AM,44.34405,9.047283,Ligurian Sea,0,Manta net,0.33,0.9891,pieces/m3,Medium,Caldwell et al. 2020,https://doi.org/10.1016/j.marpolbul.2020.111515,"University of Fribourg, Switzerland",20390,1007138.93662264,5518840.00555411
0276422-0000836,6/20/2022 5:00:00 AM,42.318333,8.586667,Western Basin,0,Manta net,0.33,2.029083,pieces/m3,High,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",22202,955863.398051406,5208784.10380187
0279323-0000008,6/6/2019 5:00:00 AM,42.721317,10.179883,Tyrrhenian Sea,0,Manta net,0.33,0.514425,pieces/m3,Medium,Caldwell et al. 2020,https://doi.org/10.1016/j.marpolbul.2020.111515,"University of Fribourg, Switzerland",20296,1133219.3918951,5269649.19490313
0279322-0000023,6/5/2018 5:00:00 AM,41.7355,9.46515,Tyrrhenian Sea,0,Manta net,0.33,0.115463,pieces/m3,Medium,Caldwell et al. 2019,https://doi.org/10.1016/j.marpolbul.2019.110572,"University of Fribourg, Switzerland",20628,1053655.67828195,5121440.60370396
0276422-0000718,9/21/2021 5:00:00 AM,36.965833,13.902,Eastern Basin,0,Manta net,0.33,0.362114,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",22557,1547563.56100809,4434345.41750532
0276422-0001105,6/20/2023 5:00:00 AM,37.199333,15.4575,Ionian Sea,0,Manta net,0.33,2.934557,pieces/m3,High,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",22643,1720721.02893703,4466927.77707623
0276422-0000366,8/21/2018 5:00:00 AM,44.58295,4.710717,Western Basin,0,Manta net,0.33,0.049375,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",22348,524394.617711217,5556102.72294298
0276422-0000002,8/31/2011 5:00:00 AM,42.028333,3.75,Western Basin,0,Manta net,0.33,0.297018,pieces/m3,Medium,Faure et al. 2015,https://doi.org/10.1007/s11356-015-4453-3,"Oceaneye Association,  Switzerland",21561,417448.090474776,5165224.53535606
0270520-0000030,8/3/2013 5:00:00 AM,43.6526,7.2387,Western Basin,0.1,Manta net,0.333,0.76994,pieces/m3,Medium,Pedrotti et al. 2016,https://doi.org/10.1371/journal.pone.0161581,Sorbonne Universités,11282,805808.398005269,5411837.68604315
0253450-0000059,6/16/2013 5:00:00 AM,43.025167,9.641667,Tyrrhenian Sea,0,Neuston net,0.2,0.809524,pieces/m3,Medium,Suaria et al. 2016,https://doi.org/10.1038/srep37551,"Institute of Marine Sciences – National Research Council, Italy",10655,1073305.46083831,5315803.30583439
0270530-0000076,8/31/2014 5:00:00 AM,37.033,11.8219,Eastern Basin,0.16,Manta net,0.333,0.649689,pieces/m3,Medium,Pedrotti et al. 2022,https://doi.org/10.1016/j.scitotenv.2022.155958,Sorbonne Universités,11983,1316007.888209,4443707.56040945
0279322-0000019,6/1/2018 5:00:00 AM,40.974167,9.691667,Tyrrhenian Sea,0,Manta net,0.33,0.056113,pieces/m3,Medium,Caldwell et al. 2019,https://doi.org/10.1016/j.marpolbul.2019.110572,"University of Fribourg, Switzerland",20588,1078871.43537797,5008532.04862987
0314180-0000037,5/30/2013 5:00:00 AM,40.0786,5.9304,Western Basin,0.25,Neuston net,0.2,0.517,pieces/m3,Medium,Cózar et al. 2015,https://doi.org/10.1371/journal.pone.0121762,"Universidad de Cádiz, Spain",23582,660169.10820043,4877370.79983572
0259524-0000030,6/10/2015 5:00:00 AM,37.7,24.3,Aegean Sea,0,Manta net,0.333,0.166667,pieces/m3,Medium,Adamopoulou et al. 2021,https://doi.org/10.3389/fmars.2021.699000,"Hellenic Centre for Marine Research, Greece",10847,2705063.62627655,4537132.13004294
0270528-0000041,10/17/2018 5:00:00 AM,43.2407,5.343,Western Basin,0,Manta net,0.33,0.063197,pieces/m3,Medium,Tsiaras et al. 2022,https://doi.org/10.3389/fmars.2022.784937,"Hellenic Centre for Marine Research, Greece",11090,594780.039308461,5348680.90032864
0270528-0000047,6/24/2019 5:00:00 AM,43.2654,5.3486,Western Basin,0,Manta net,0.33,0.068277,pieces/m3,Medium,Tsiaras et al. 2022,https://doi.org/10.3389/fmars.2022.784937,"Hellenic Centre for Marine Research, Greece",11096,595403.428456903,5352456.07712054
0314559-0000007,9/4/2011 5:00:00 AM,42.5855,8.7295,Western Basin,0.2,Plankton net,0.2,0,pieces/m3,Very Low,Collignon et al. 2014,https://doi.org/10.1016/j.marpolbul.2013.11.023,"University of Liège, Belgium",23825,971763.494879882,5249092.0343548
0314559-0000013,9/30/2011 5:00:00 AM,42.5855,8.7295,Western Basin,0.2,Plankton net,0.2,1.8,pieces/m3,High,Collignon et al. 2014,https://doi.org/10.1016/j.marpolbul.2013.11.023,"University of Liège, Belgium",23831,971763.494879882,5249092.0343548
0279323-0000013,6/10/2019 5:00:00 AM,43.355417,10.177333,Tyrrhenian Sea,0,Manta net,0.33,1.58825,pieces/m3,High,Caldwell et al. 2020,https://doi.org/10.1016/j.marpolbul.2020.111515,"University of Fribourg, Switzerland",20333,1132935.52719358,5366227.36115859
0260245-0000066,7/8/2014 5:00:00 AM,32.983333,35.074333,Eastern Basin,0.1,Manta net,0.333,12.206844,pieces/m3,Very High,Hal et al. 2017,https://doi.org/10.1016/j.marpolbul.2016.12.052,"University of Haifa, Israel",11488,3904456.88947371,3893091.90680684
0314556-0000010,7/1/2013 5:00:00 AM,39.8549,8.4395,Western Basin,0.5,Manta net,0.5,0.02,pieces/m3,Medium,de Lucia et al. 2014,https://doi.org/10.1016/j.marenvres.2014.03.017,"National Research Council, Italy",23138,939480.842549832,4844879.09212455
0276422-0000014,9/21/2011 5:00:00 AM,43.28,7.113333,Western Basin,0,Manta net,0.33,0.804481,pieces/m3,Medium,Faure et al. 2015,https://doi.org/10.1007/s11356-015-4453-3,"Oceaneye Association,  Switzerland",21618,791852.607402989,5354688.27847326
0279323-0000007,6/6/2019 5:00:00 AM,42.732233,9.856067,Tyrrhenian Sea,0,Manta net,0.33,0.247088,pieces/m3,Medium,Caldwell et al. 2020,https://doi.org/10.1016/j.marpolbul.2020.111515,"University of Fribourg, Switzerland",20287,1097172.35966439,5271303.38430124
0276422-0000842,7/2/2022 5:00:00 AM,41,9.653334,Tyrrhenian Sea,0,Manta net,0.33,0.298883,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",22208,1074604.22533739,5012341.66384752
0291179-0000002,9/6/2020 5:00:00 AM,40.24604,9.62345,Tyrrhenian Sea,0,Glass jar,0.008,0.018,pieces/m3,Medium,Romano et al. 2023,https://doi.org/10.1016/j.marpolbul.2022.114452,"Institute for Environmental Protection and Research, Rome, Italy",21764,1071277.55367453,4901760.82269732
0276422-0000773,3/25/2021 5:00:00 AM,38.067333,7.042,Western Basin,0,Manta net,0.33,0.524865,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",22108,783911.854166232,4588942.07907793
0276422-0001111,7/20/2023 5:00:00 AM,37.119835,15.387834,Ionian Sea,0,Manta net,0.33,0.483974,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",22649,1712965.84529142,4455823.42979639
0275968-0000412,8/2/2010 5:00:00 AM,42.4627,3.3037,Western Basin,0,Neuston net,0.33,0.213434,pieces/m3,Medium,Eriksen et al. 2014,https://doi.org/10.1371/journal.pone.0111913,5 Gyres Institute,11534,367766.201733738,5230543.63756277
0260245-0000047,2/9/2014 6:00:00 AM,31.7495,34.5525,Eastern Basin,0.1,Manta net,0.333,1.231094,pieces/m3,High,Hal et al. 2017,https://doi.org/10.1016/j.marpolbul.2016.12.052,"University of Haifa, Israel",11348,3846366.70563459,3730473.33965936
0270520-0000019,7/22/2013 5:00:00 AM,44.3159,8.5101,Ligurian Sea,0.1,Manta net,0.333,0.60424,pieces/m3,Medium,Pedrotti et al. 2016,https://doi.org/10.1371/journal.pone.0161581,Sorbonne Universités,11182,947339.998599837,5514459.29203796
0253450-0000062,6/17/2013 5:00:00 AM,43.030017,9.769867,Tyrrhenian Sea,0,Neuston net,0.2,3.924915,pieces/m3,High,Suaria et al. 2016,https://doi.org/10.1038/srep37551,"Institute of Marine Sciences – National Research Council, Italy",10684,1087576.61955801,5316541.8570377
0276422-0000712,9/19/2021 5:00:00 AM,38.1745,10.5115,Western Basin,0,Manta net,0.33,0.015786,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",22494,1170134.8274735,4604106.22355027
0314180-0000017,5/15/2013 5:00:00 AM,33.5024,28.0009,Eastern Basin,0.25,Neuston net,0.2,2.26,pieces/m3,High,Cózar et al. 2015,https://doi.org/10.1371/journal.pone.0121762,"Universidad de Cádiz, Spain",23562,3117045.92975337,3962180.60960805
0275968-0000379,7/10/2010 5:00:00 AM,43.7653,8.0349,Ligurian Sea,0,Neuston net,0.33,0.395915,pieces/m3,Medium,Eriksen et al. 2014,https://doi.org/10.1371/journal.pone.0111913,5 Gyres Institute,11205,894440.976574874,5429193.36477803
0276422-0000727,9/29/2021 5:00:00 AM,38.94,11.450667,Tyrrhenian Sea,0,Manta net,0.33,0.967838,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",22566,1274682.41968334,4713080.72785151
0276422-0000004,9/6/2011 5:00:00 AM,38.918333,3.78,Western Basin,0,Manta net,0.33,0.54251,pieces/m3,Medium,Faure et al. 2015,https://doi.org/10.1007/s11356-015-4453-3,"Oceaneye Association,  Switzerland",21570,420787.675198574,4709980.21757589
0276422-0000369,8/26/2018 5:00:00 AM,43.6785,4.623433,Western Basin,0,Manta net,0.33,0.382344,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",22351,514678.207276817,5415823.37162809
0270530-0000116,10/27/2014 5:00:00 AM,41.2334,2.129,Balearic Sea,0.16,Manta net,0.333,1.795128,pieces/m3,High,Pedrotti et al. 2022,https://doi.org/10.1016/j.scitotenv.2022.155958,Sorbonne Universités,11039,236999.195898879,5046829.30466098
0259524-0000066,3/20/2019 5:00:00 AM,35.742,26.212,Aegean Sea,0,Manta net,0.333,0.9,pieces/m3,Medium,Adamopoulou et al. 2021,https://doi.org/10.3389/fmars.2021.699000,"Hellenic Centre for Marine Research, Greece",10137,2917906.49267329,4265178.79537071
0276422-0000261,7/6/2017 5:00:00 AM,42.838333,6.435,Western Basin,0,Manta net,0.33,0.17167,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",21784,716340.923254715,5287396.76535865
0276422-0000845,7/3/2022 5:00:00 AM,41.468334,9.285,Tyrrhenian Sea,0,Manta net,0.33,2.257747,pieces/m3,High,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",22211,1033601.47201555,5081668.18867861
0276422-0000684,7/2/2021 5:00:00 AM,39.8085,18.486833,Adriatic Sea,0,Manta net,0.33,0.156605,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",22374,2057944.83594029,4838152.91951081
0259524-0000024,4/25/2015 5:00:00 AM,39.487,20.079,Ionian Sea,0,Manta net,0.333,0.663333,pieces/m3,Medium,Adamopoulou et al. 2021,https://doi.org/10.3389/fmars.2021.699000,"Hellenic Centre for Marine Research, Greece",10801,2235184.05563814,4791672.17142494
0276422-0000034,8/26/2012 5:00:00 AM,41.314,2.2465,Balearic Sea,0,Manta net,0.33,2.505023,pieces/m3,High,Faure et al. 2015,https://doi.org/10.1007/s11356-015-4453-3,"Oceaneye Association,  Switzerland",21710,250079.236067089,5058767.49876185
0270530-0000017,6/29/2014 5:00:00 AM,42.9356,8.9183,Western Basin,0.16,Manta net,0.333,1.482301,pieces/m3,High,Pedrotti et al. 2022,https://doi.org/10.1016/j.scitotenv.2022.155958,Sorbonne Universités,11468,992780.614741652,5302174.64173711
0260245-0000060,4/27/2014 5:00:00 AM,32.152,34.783167,Eastern Basin,0.1,Manta net,0.333,1.514467,pieces/m3,High,Hal et al. 2017,https://doi.org/10.1016/j.marpolbul.2016.12.052,"University of Haifa, Israel",11442,3872044.4386174,3783279.56856439
